ENTREZGENE	M172_1_CDS	M172_2_CDS	M172_3_CDS	Mgfp_1_CDS	Mgfp_2_CDS	Mgfp_3_CDS	ENSG
HXT16	0	1	0	0	0	2	YJR158W
ARO9	181	362	308	114	127	170	YHR137W
GDT1	161	370	290	408	400	453	YBR187W
CIK1	39	89	100	76	65	90	YMR198W
MRPL32	204	404	372	341	331	345	YCR003W
INP2	100	205	182	131	131	156	YMR163C
PAU12	2	7	2	0	1	4	YGR294W
YLL067C	0	0	0	0	0	0	YLL067C
SUV3	89	198	184	107	120	131	YPL029W
YHR086W-A	1	2	3	3	0	2	YHR086W-A
GAL1	59367	131553	110691	97663	109763	104953	YBR020W
CDC73	293	620	621	541	522	586	YLR418C
PCL6	300	676	705	616	674	851	YER059W
RAD53	17	36	26	22	20	24	YPL153C
RRN10	95	163	162	101	98	129	YBL025W
RIB2	149	302	278	201	249	281	YOL066C
SWF1	163	359	350	168	173	210	YDR126W
PMR1	652	1520	1335	1229	1239	1354	YGL167C
YOR223W	315	590	557	424	481	602	YOR223W
GEA2	123	249	217	154	150	213	YEL022W
RHR2	1647	3520	3490	1151	1148	1513	YIL053W
BRE1	333	628	641	479	468	529	YDL074C
RPS22A	1040	2047	1954	2077	1766	2587	YJL190C
TRS130	180	413	403	333	302	411	YMR218C
IST1	128	265	258	215	206	299	YNL265C
ELA1	94	222	194	124	149	181	YNL230C
LDB18	141	313	273	201	177	213	YLL049W
FLO5	120	263	253	103	133	170	YHR211W
MRP2	200	436	349	338	305	371	YPR166C
YMR244C-A	18	41	47	34	37	33	YMR244C-A
RPL18B	228	451	518	246	237	342	YNL301C
FET3	2225	5543	4486	3407	3408	3659	YMR058W
YDR061W	367	712	734	473	495	564	YDR061W
YJR112W-A	139	263	229	174	177	222	YJR112W-A
SNF2	464	895	848	505	707	944	YOR290C
APN1	271	562	552	361	404	550	YKL114C
RPS17A	1921	3875	3757	3221	2806	3979	YML024W
UTP14	198	413	427	200	178	277	YML093W
RIX1	96	211	201	134	93	160	YHR197W
PMP3	2781	5365	4796	5065	4694	5481	YDR276C
YKE2	184	397	383	242	232	313	YLR200W
OSH6	204	469	391	424	414	419	YKR003W
REX3	321	702	690	586	539	640	YLR107W
YMR321C	44	85	68	17	11	33	YMR321C
TMT1	2042	4392	4158	2875	2958	3557	YER175C
APL2	450	1023	920	682	703	907	YKL135C
YDL183C	231	419	432	275	265	389	YDL183C
YPL278C	9	20	10	19	36	21	YPL278C
AI5_BETA	0	0	0	0	0	0	Q0075
YMR118C	185	368	352	155	162	284	YMR118C
YCL049C	330	799	701	402	411	501	YCL049C
SEF1	242	501	521	362	377	526	YBL066C
RMD9	284	572	557	358	370	416	YGL107C
EFG1	59	87	111	90	65	81	YGR271C-A
STB3	475	947	967	603	648	1043	YDR169C
YLR410W-B	28	47	40	31	22	32	YLR410W-B
YLR410W-A	0	0	0	0	0	0	YLR410W-A
SCS7	719	1573	1422	1642	1596	1559	YMR272C
RPN7	830	1743	1542	1258	1248	1536	YPR108W
DEF1	750	1661	1740	1096	1354	1584	YKL054C
TIF4631	401	841	855	476	495	710	YGR162W
CDC36	264	510	528	405	391	487	YDL165W
PST2	1805	3763	3196	3536	3379	3641	YDR032C
YKL023W	525	1081	953	695	668	915	YKL023W
OSM1	518	1064	950	793	785	902	YJR051W
IDP3	141	336	385	206	218	325	YNL009W
YFL034W	210	457	450	386	369	506	YFL034W
PIR1	2249	4635	4849	4510	5898	6975	YKL164C
MCM22	73	147	169	88	92	91	YJR135C
SKI8	132	265	274	229	252	300	YGL213C
PDS5	100	150	155	109	112	143	YMR076C
YGR205W	214	555	438	783	740	681	YGR205W
CRZ1	344	757	679	471	467	617	YNL027W
GCD7	260	566	565	383	393	422	YLR291C
YDR210W	0	0	0	0	0	0	YDR210W
POG1	185	380	392	369	428	429	YIL122W
PTP1	224	446	382	342	307	442	YDL230W
RSM7	182	470	395	263	301	343	YJR113C
MPS2	48	92	91	66	80	88	YGL075C
YVH1	161	306	330	197	181	234	YIR026C
YIL156W-B	235	461	391	356	323	406	YIL156W-B
ASK10	459	1065	1054	821	984	923	YGR097W
SEC6	318	625	600	461	504	648	YIL068C
AGP1	1926	4165	3827	3036	3024	4848	YCL025C
SOL1	315	667	621	483	511	635	YNR034W
POP3	44	65	75	31	55	58	YNL282W
APE3	5085	10888	9766	9043	9278	11241	YBR286W
ROG1	73	145	124	82	91	106	YGL144C
RVB1	322	690	660	584	570	648	YDR190C
GIP4	348	732	656	556	602	782	YAL031C
LDB7	207	418	390	274	259	308	YBL006C
CLB1	61	173	172	200	175	267	YGR108W
YPT10	210	332	350	302	278	373	YBR264C
SWC5	122	214	196	167	149	226	YBR231C
RRT15	43	46	38	0	3	1	YLR162W-A
TYR1	259	452	511	265	277	362	YBR166C
MRPL28	379	694	645	384	435	540	YDR462W
RPA34	114	248	222	143	125	180	YJL148W
RGI2	637	1383	1244	636	437	674	YIL057C
LGE1	365	755	745	349	440	633	YPL055C
BUD8	77	215	186	178	195	188	YLR353W
RPL40B	2833	5811	5433	4790	4290	6165	YIL148W
ACC1	1870	4691	3871	4473	4365	4327	YNR016C
CDC26	56	148	116	82	86	93	YFR036W
BZZ1	327	721	607	507	502	664	YHR114W
KXD1	132	251	222	173	171	205	YGL079W
SPI1	2304	5046	3845	11319	10476	10838	YER150W
PRM1	63	110	100	47	51	72	YNL279W
LSB5	854	1883	1698	1305	1349	1559	YCL034W
YLR156C-A	0	0	0	0	0	0	YLR156C-A
MDM38	1116	2156	2038	1437	1448	1877	YOL027C
YPL257W	73	123	122	123	118	140	YPL257W
VPS30	176	366	364	200	215	316	YPL120W
CTR9	408	970	875	714	667	858	YOL145C
CHS6	240	517	497	377	384	465	YJL099W
YDR034W-B	303	529	601	285	240	452	YDR034W-B
SHR5	217	463	403	300	396	502	YOL110W
MAF1	297	658	633	608	637	766	YDR005C
GLC8	1866	3492	3613	3055	2870	3597	YMR311C
URA7	93	192	181	147	124	168	YBL039C
BUB1	37	97	91	42	44	85	YGR188C
PRE10	1028	2025	1882	1789	1799	2185	YOR362C
ISR1	309	536	530	415	458	535	YPR106W
YLR126C	149	314	287	203	221	259	YLR126C
PBP4	516	1042	908	709	707	789	YDL053C
FPR3	1597	3270	3002	2525	2438	3149	YML074C
TFA2	490	932	911	594	605	802	YKR062W
YBR235W	321	701	568	380	399	495	YBR235W
YER010C	260	537	427	377	354	472	YER010C
YML003W	63	106	122	87	102	151	YML003W
MTG1	462	942	886	481	499	639	YMR097C
YDL133W	238	527	483	440	462	496	YDL133W
RPD3	570	1167	1015	940	949	1140	YNL330C
HXT5	3176	5884	6216	1081	1197	3728	YHR096C
GPR1	585	1230	1179	834	769	1031	YDL035C
YMR253C	204	438	406	321	358	488	YMR253C
YCR102C	20	39	50	21	17	22	YCR102C
YJL127C-B	320	595	513	560	516	593	YJL127C-B
CDC31	326	600	589	464	425	508	YOR257W
SWC4	266	527	532	339	398	457	YGR002C
YDR042C	2	10	8	10	9	5	YDR042C
PRP38	70	134	116	123	108	124	YGR075C
PUP2	1320	2687	2444	2102	2074	2338	YGR253C
SMT3	473	930	799	627	570	698	YDR510W
MNN9	260	645	488	410	467	495	YPL050C
YMR166C	157	338	325	191	237	269	YMR166C
BI3	0	0	0	0	0	0	Q0115
THP3	246	584	511	414	432	494	YPR045C
BI2	0	0	0	0	0	0	Q0110
FAS2	3352	8382	6655	8656	7877	7870	YPL231W
PEP3	284	533	556	424	394	512	YLR148W
PSO2	148	262	299	206	182	188	YMR137C
RPL13A	1134	2482	2370	2301	2017	2709	YDL082W
RSM22	258	560	602	299	282	353	YKL155C
YSY6	189	399	353	267	251	392	YBR162W-A
YFL042C	749	1597	1348	1062	1060	1384	YFL042C
KGD2	1449	3113	2776	3393	3201	4082	YDR148C
PNG1	303	591	613	468	498	556	YPL096W
MSN5	757	1655	1451	1352	1184	1374	YDR335W
KAR3	51	77	109	80	68	75	YPR141C
SUB1	737	1498	1399	1113	1093	1440	YMR039C
HXT7	3907	7721	7499	15243	12818	9597	YDR342C
SSN2	141	303	278	190	227	238	YDR443C
OCA4	173	322	313	209	208	217	YCR095C
SOF1	53	138	138	94	66	89	YLL011W
PAT1	790	1763	1633	1164	1287	1664	YCR077C
DIF1	78	156	157	106	137	172	YLR437C
YFL064C	1	0	0	0	0	0	YFL064C
DUG3	69	155	151	73	76	110	YNL191W
MRPL7	263	593	571	418	454	488	YDR237W
GZF3	127	293	294	196	186	244	YJL110C
IRC4	46	99	76	61	54	74	YDR540C
NTH2	677	1479	1360	1101	995	1327	YBR001C
ULA1	228	517	448	400	368	471	YPL003W
SLD2	35	69	77	76	69	78	YKL108W
IME1	106	180	229	72	93	132	YJR094C
MOG1	470	1032	915	981	880	940	YJR074W
YPR127W	615	1268	968	1367	1329	1913	YPR127W
NOP14	273	506	606	227	219	388	YDL148C
CYS3	224	547	517	188	319	391	YAL012W
HSH155	179	383	343	224	234	274	YMR288W
UBP7	247	500	460	328	397	444	YIL156W
YBR241C	931	1831	1559	1016	1259	1690	YBR241C
RPL14A	1258	2765	2571	2456	2153	2898	YKL006W
PRM4	416	833	808	662	494	659	YPL156C
PDR5	1709	3571	3714	1039	1064	1432	YOR153W
SKG3	48	114	108	35	57	79	YLR187W
BMH2	2359	5412	4721	4469	4242	4878	YDR099W
YKL133C	369	742	769	524	542	668	YKL133C
PXA2	335	698	639	472	503	686	YKL188C
NMD3	454	964	961	795	618	880	YHR170W
YAP6	118	228	211	81	98	107	YDR259C
NUP100	359	639	732	242	215	267	YKL068W
HMS1	131	280	234	192	234	300	YOR032C
MIC17	841	1888	1658	1014	1027	1294	YMR002W
SOR2	6	5	3	2	5	5	YDL246C
SER3	459	1071	1018	694	823	736	YER081W
CBC2	461	904	872	728	646	832	YPL178W
YPR202W	7	9	8	7	7	10	YPR202W
YIL096C	50	125	106	79	57	76	YIL096C
AIM13	193	353	314	356	337	408	YFR011C
SER33	554	1233	1145	588	544	787	YIL074C
YHL008C	467	902	907	509	600	800	YHL008C
NBP1	57	115	104	74	86	77	YLR457C
MPA43	95	240	207	154	156	179	YNL249C
RSC1	167	394	381	328	342	408	YGR056W
ALG2	238	483	480	310	319	451	YGL065C
YOR052C	1202	2537	2502	2124	2091	2806	YOR052C
SPT6	599	1317	1207	1035	982	1157	YGR116W
YGL230C	22	31	34	26	24	32	YGL230C
YOL159C	131	281	276	195	171	214	YOL159C
MBA1	225	475	390	356	327	475	YBR185C
TIR2	57	142	106	70	96	91	YOR010C
GCV1	1864	3702	3475	1210	1500	1221	YDR019C
TBS1	258	474	514	269	318	361	YBR150C
AVT6	386	825	650	486	508	653	YER119C
YMR196W	1232	2716	2409	2266	2253	2730	YMR196W
HLJ1	230	485	460	345	364	477	YMR161W
YKL068W-A	39	103	85	50	39	57	YKL068W-A
YJL133C-A	2304	4852	4423	1491	1454	1376	YJL133C-A
ROX3	314	631	597	322	319	500	YBL093C
SNO4	32	76	52	6	15	14	YMR322C
MMP1	170	418	359	199	226	324	YLL061W
FOB1	97	213	181	100	103	108	YDR110W
RAD30	156	314	304	205	238	245	YDR419W
MCT1	659	1332	1328	840	1015	1099	YOR221C
THI6	284	636	567	435	431	554	YPL214C
PAU9	1	1	0	0	1	0	YBL108C-A
MET22	153	370	277	341	343	405	YOL064C
MCM2	59	144	133	139	127	163	YBL023C
MOD5	190	381	386	225	196	258	YOR274W
YHR213W	0	0	0	0	1	0	YHR213W
SCD5	502	1220	1146	649	756	960	YOR329C
SSL1	465	944	869	510	528	702	YLR005W
YDR124W	144	310	282	296	256	293	YDR124W
PIK1	419	871	852	680	700	833	YNL267W
TIM17	629	1314	1175	819	826	1103	YJL143W
PAU4	0	0	2	2	1	1	YLR461W
YLR050C	89	177	142	155	141	176	YLR050C
MCK1	678	1560	1455	1408	1445	1710	YNL307C
OCA6	411	721	685	497	439	542	YDR067C
AAC1	399	795	790	474	510	624	YMR056C
GYP6	420	871	852	787	789	867	YJL044C
MMS1	128	303	281	229	230	237	YPR164W
PRB1	2978	6257	6304	3772	5268	7400	YEL060C
NVJ1	761	1633	1499	1460	1456	1964	YHR195W
RPS18B	1591	3159	2910	2705	2278	3289	YML026C
UBA3	126	275	237	212	209	220	YPR066W
SNF11	286	534	500	489	440	518	YDR073W
IVY1	514	905	922	772	807	1101	YDR229W
INH1	422	869	791	1120	993	1142	YDL181W
POA1	121	272	207	188	195	267	YBR022W
BMH1	3369	6880	6296	7727	7563	8225	YER177W
GSF2	1524	3156	2912	2900	2570	3276	YML048W
PRX1	1421	3142	2591	2555	2374	2762	YBL064C
PIG2	871	1699	1504	1672	1818	2262	YIL045W
MCH2	58	98	85	39	52	53	YKL221W
SCS3	208	434	374	293	301	393	YGL126W
RPS31	9474	18827	17425	16603	14093	20259	YLR167W
RRN9	137	271	264	210	232	259	YMR270C
GSP1	1156	2557	2441	1679	1636	2074	YLR293C
ECM22	284	630	657	432	443	589	YLR228C
BFA1	19	47	43	27	31	42	YJR053W
YJL171C	416	902	811	1312	1336	1102	YJL171C
PHO85	481	1099	1003	859	850	1041	YPL031C
MAK11	289	549	523	511	455	555	YKL021C
NRP1	82	141	144	91	99	93	YDL167C
RPS29A	634	1174	1139	962	841	1237	YLR388W
VID22	141	293	320	231	220	297	YLR373C
RAD26	222	577	497	358	364	492	YJR035W
DYN1	217	397	347	275	273	351	YKR054C
LYS1	924	1964	1935	635	719	1197	YIR034C
PDR1	342	786	781	302	288	456	YGL013C
RFC2	332	752	737	518	495	655	YJR068W
CIR1	698	1371	1341	850	907	999	YGR207C
TCP1	587	1164	1076	869	827	993	YDR212W
COX5A	1076	2216	2103	2354	2259	3100	YNL052W
SSN8	171	369	358	361	272	373	YNL025C
YGR121W-A	3	4	8	7	2	4	YGR121W-A
PRP31	146	299	301	169	172	242	YGR091W
OST4	187	388	347	304	316	390	YDL232W
DBP1	332	620	664	316	377	477	YPL119C
ARV1	96	230	208	140	117	146	YLR242C
BAT2	3060	6422	5596	2502	2526	2932	YJR148W
ICY1	852	1637	1668	880	823	1254	YMR195W
YOL087C	856	1813	1790	1585	1606	1810	YOL087C
YNL134C	1172	2509	2174	3186	3091	2742	YNL134C
YAL037W	23	62	47	29	36	44	YAL037W
RRT6	202	421	426	253	245	381	YGL146C
YCR051W	427	958	870	482	515	696	YCR051W
AIM5	426	890	816	665	596	735	YBR262C
YPL199C	376	807	753	553	558	736	YPL199C
RPO41	520	1069	968	885	840	949	YFL036W
XPT1	420	929	796	762	771	800	YJR133W
MMF1	1399	2844	2450	2606	2279	2550	YIL051C
SUR1	1336	2721	2791	1984	2198	3025	YPL057C
CSE2	87	162	169	119	127	156	YNR010W
ESF1	954	1985	1869	1202	1322	1423	YDR365C
CDA2	2	6	7	3	4	3	YLR308W
PSD1	462	1094	909	1299	1235	1431	YNL169C
PHO4	180	389	414	187	238	317	YFR034C
TRM5	69	150	148	95	89	103	YHR070W
TFB3	282	509	546	328	358	465	YDR460W
DBP2	259	483	565	402	370	617	YNL112W
ARN2	343	749	765	354	354	377	YHL047C
PDE2	252	548	505	447	438	519	YOR360C
ALA1	968	2216	2168	1403	1430	1859	YOR335C
HFM1	150	321	278	152	164	207	YGL251C
YER156C	263	625	528	551	512	731	YER156C
BBP1	15	56	56	92	76	92	YPL255W
RKI1	123	273	277	175	145	230	YOR095C
UTR4	278	640	587	351	348	436	YEL038W
HKR1	272	553	612	386	494	515	YDR420W
LAG2	289	676	619	422	420	574	YOL025W
RKM1	51	89	95	112	87	91	YPL208W
PEX11	344	753	763	334	356	487	YOL147C
ERG24	336	730	573	395	395	448	YNL280C
TRP1	183	407	396	292	278	341	YDR007W
POT1	227	400	455	198	179	443	YIL160C
YPR089W	348	770	693	585	579	632	YPR089W
PBP2	38	90	60	58	69	73	YBR233W
TFB2	122	259	279	142	164	179	YPL122C
YDL086W	221	398	316	277	318	296	YDL086W
TGL3	350	689	684	538	500	756	YMR313C
TOS3	43	106	109	64	61	74	YGL179C
COG2	115	229	231	176	202	182	YGR120C
YPT7	642	1446	1272	1126	1122	1228	YML001W
TPO1	118	282	255	167	167	188	YLL028W
BIM1	108	261	223	299	270	275	YER016W
THI74	142	280	266	226	221	254	YDR438W
YNL211C	57	80	104	87	73	103	YNL211C
HUG1	21	30	23	8	10	21	YML058W-A
SED5	196	416	462	381	425	474	YLR026C
ARP3	1107	2491	2233	2197	2348	2665	YJR065C
HXT1	61	89	147	73	57	203	YHR094C
SNO1	709	1521	1458	380	444	537	YMR095C
YER138C	0	0	2	2	0	1	YER138C
SLM3	95	196	207	103	92	132	YDL033C
GFD1	530	994	1019	848	840	1181	YMR255W
CRG1	352	701	772	641	687	736	YHR209W
BRR6	93	181	163	112	106	136	YGL247W
YCR100C	62	142	135	63	66	95	YCR100C
EMI2	4195	8771	8006	9439	9693	11333	YDR516C
OLI1	0	0	0	0	0	0	Q0130
NSL1	113	195	231	146	151	162	YPL233W
OSW1	3	2	2	7	5	8	YOR255W
YRB2	396	809	796	635	666	814	YIL063C
YGR251W	157	314	309	186	193	206	YGR251W
MSF1	233	516	460	449	410	478	YPR047W
YDR246W-A	13	47	29	35	38	48	YDR246W-A
HEM13	106	255	218	215	208	225	YDR044W
NPP2	117	276	257	233	239	235	YEL016C
YGK3	51	96	96	59	84	95	YOL128C
CBP3	463	956	939	712	748	982	YPL215W
RIM11	692	1492	1326	1198	1228	1491	YMR139W
YRM1	201	367	432	289	312	375	YOR172W
YDR541C	104	222	236	108	114	133	YDR541C
RRP15	115	259	239	192	166	160	YPR143W
KRE1	917	1918	1766	1185	1401	1851	YNL322C
RPS6A	2132	4255	4004	3961	3377	4689	YPL090C
YPR078C	60	94	115	45	48	59	YPR078C
SHP1	1038	2216	2008	1744	1763	2267	YBL058W
COS4	8	17	9	0	1	6	YFL062W
WHI3	235	568	575	411	449	614	YNL197C
MRPL4	216	480	449	227	376	411	YLR439W
PET18	49	96	76	98	96	76	YCR020C
LRE1	425	858	820	769	779	963	YCL051W
HMRA1	445	939	906	830	724	857	YCR097W
PRP42	222	448	441	350	380	469	YDR235W
YGL194C-A	35	63	69	56	59	77	YGL194C-A
KRE29	77	153	185	110	100	130	YER038C
YLH47	85	237	241	152	154	181	YPR125W
FSH1	250	659	558	665	565	731	YHR049W
DSF2	117	198	193	198	214	183	YBR007C
HAT1	62	166	126	110	93	96	YPL001W
LOH1	72	122	113	47	39	58	YJL038C
PRP4	200	343	357	250	217	311	YPR178W
ASI2	306	681	639	572	584	638	YNL159C
SYN8	303	699	722	474	484	661	YAL014C
HTL1	44	54	80	67	53	48	YCR020W-B
ALG7	106	233	213	242	205	243	YBR243C
VTA1	263	503	499	386	375	413	YLR181C
PTC3	1198	2705	2385	2760	2589	3125	YBL056W
IMP4	114	233	223	145	138	167	YNL075W
YPL150W	280	661	642	434	448	578	YPL150W
VTC4	451	881	917	781	724	897	YJL012C
DLS1	30	71	54	55	60	55	YJL065C
VPS51	219	383	370	323	283	365	YKR020W
STB2	198	424	358	287	292	361	YMR053C
MVP1	446	924	851	585	566	734	YMR004W
GET2	483	925	828	610	577	760	YER083C
SMF2	419	971	936	659	644	861	YHR050W
TRE1	267	585	534	531	603	580	YPL176C
SPC97	25	36	58	59	44	53	YHR172W
RED1	55	112	108	66	73	87	YLR263W
LRG1	103	242	207	213	214	252	YDL240W
IOC3	273	520	514	342	407	433	YFR013W
ARD1	124	244	266	236	244	283	YHR013C
RPS15	3210	6530	6406	4726	4168	6341	YOL040C
RIM8	418	772	752	632	676	837	YGL045W
GRX1	1537	2860	2530	2655	2471	2905	YCL035C
YKE4	581	1172	1242	654	785	880	YIL023C
YNR073C	61	117	132	70	62	90	YNR073C
ARR2	33	62	57	40	35	67	YPR200C
HOP1	50	129	99	81	79	89	YIL072W
TMA10	16635	31858	30531	25814	25644	32582	YLR327C
ROT2	269	661	545	438	429	546	YBR229C
YML133C	1	4	2	0	2	4	YML133C
YOR131C	309	629	541	564	486	610	YOR131C
YLR455W	94	226	202	181	200	234	YLR455W
YNL247W	596	1316	1305	896	855	1120	YNL247W
VHS3	245	522	493	407	418	588	YOR054C
YGL007C-A	6	6	6	6	7	6	YGL007C-A
CDC14	120	256	283	178	182	276	YFR028C
SPP381	53	119	117	55	76	93	YBR152W
SRP101	482	1009	982	732	748	993	YDR292C
YOR161C-C	5	13	6	6	8	10	YOR161C-C
NFT1	52	111	92	58	48	65	YKR103W
RPL36A	417	849	768	746	628	827	YMR194W
CAN1	815	1744	1576	855	897	1335	YEL063C
MLH1	233	481	448	374	325	390	YMR167W
APC5	240	503	447	372	380	403	YOR249C
RPL23A	2314	4701	4438	3882	3298	4653	YER117W
RAX1	94	189	192	163	170	225	YOR301W
MF(ALPHA)1	14	21	24	31	40	41	YPL187W
SRY1	1146	2250	2125	957	1041	1466	YKL218C
YBL107C	205	500	438	280	273	317	YBL107C
AYT1	75	136	152	79	71	67	YLL063C
CAF20	62	146	120	133	112	149	YOR276W
NIP1	293	661	594	558	530	579	YMR309C
VPS21	1035	1908	1835	1612	1600	2057	YOR089C
YNR075C-A	9	16	19	12	9	6	YNR075C-A
YNL146C-A	10	13	13	15	10	13	YNL146C-A
CTL1	147	322	326	275	253	325	YMR180C
RAD54	154	358	334	192	219	277	YGL163C
YOL131W	9	10	10	11	10	16	YOL131W
YOR011W-A	7	10	12	5	6	13	YOR011W-A
YRF1-3	0	0	0	0	0	0	YPL283C
HAP3	120	254	217	179	174	197	YBL021C
PHO12	20	53	48	30	17	36	YHR215W
RPL8B	1070	2355	2116	2044	1930	2423	YLL045C
NPT1	671	1481	1267	1373	1291	1610	YOR209C
NSE1	193	388	373	158	177	244	YLR007W
ORC5	102	191	175	116	126	167	YNL261W
RRG1	76	162	134	81	82	131	YDR065W
YNL305C	1030	2141	2035	1469	1612	1948	YNL305C
AIM22	232	521	485	307	330	408	YJL046W
YKR078W	220	459	407	317	294	382	YKR078W
ULS1	398	796	729	551	561	694	YOR191W
YOL166W-A	0	0	0	0	0	0	YOL166W-A
GLO2	993	2101	1751	1789	1673	1998	YDR272W
MAL11	526	1100	1029	1097	1072	1233	YGR289C
YML020W	254	486	517	373	424	540	YML020W
CDC45	8	29	21	28	23	21	YLR103C
RRS1	156	312	309	154	126	191	YOR294W
NPR2	143	257	255	208	192	254	YEL062W
NTO1	88	172	173	100	104	135	YPR031W
COX12	757	1522	1255	1520	1435	1701	YLR038C
RPS7B	716	1619	1350	1311	1107	1413	YNL096C
ENA5	58	119	77	56	62	80	YDR038C
SCO2	348	805	660	676	583	688	YBR024W
RAD3	183	432	359	256	256	316	YER171W
SIT4	729	1617	1471	1151	1169	1533	YDL047W
PRP39	84	184	180	197	182	183	YML046W
MON1	279	493	534	375	399	502	YGL124C
DSK2	1277	2734	2502	1208	1715	2121	YMR276W
SWP1	404	873	786	732	693	889	YMR149W
PUS5	158	321	259	226	201	261	YLR165C
CPR4	623	1463	1246	947	1005	1214	YCR069W
YGR146C-A	3	9	10	12	6	12	YGR146C-A
YKL027W	155	303	318	354	327	351	YKL027W
RFA3	102	202	187	179	157	161	YJL173C
GIR2	340	713	588	423	408	493	YDR152W
PGM1	241	469	416	414	448	468	YKL127W
GIC2	237	483	504	329	381	509	YDR309C
VAC14	207	405	394	304	329	390	YLR386W
ROM2	453	981	875	790	724	966	YLR371W
UGX2	516	1050	860	566	574	768	YDL169C
SUL2	130	317	297	244	295	370	YLR092W
ERG28	337	730	529	790	752	790	YER044C
ABF2	947	1961	1727	1653	1571	1869	YMR072W
RAV1	393	780	746	619	658	743	YJR033C
TRM2	222	401	442	285	266	308	YKR056W
SCL1	1188	2578	2233	2107	2049	2391	YGL011C
IRC24	267	556	437	556	621	516	YIR036C
PKR1	102	237	212	135	152	154	YMR123W
TRX2	1988	3843	3457	3287	3033	3574	YGR209C
YNL050C	159	293	314	183	180	220	YNL050C
VPS34	308	620	542	425	467	566	YLR240W
YGR093W	199	404	394	255	232	358	YGR093W
GYP7	1394	2798	2940	1624	1749	2518	YDL234C
YGR125W	332	646	572	495	439	592	YGR125W
FMP37	493	1010	979	776	776	1064	YGL080W
EAF7	445	984	892	560	579	891	YNL136W
CSE4	135	267	260	180	163	252	YKL049C
HTB2	886	1720	1836	3473	3171	3394	YBL002W
DBP6	103	203	192	118	126	136	YNR038W
YGL140C	434	839	761	618	570	657	YGL140C
BIK1	149	304	325	216	202	229	YCL029C
YPT1	1714	3840	3423	2837	2762	3497	YFL038C
MNS1	158	314	287	239	252	304	YJR131W
URK1	92	183	180	105	111	147	YNR012W
NOP15	173	358	346	225	206	284	YNL110C
PAU8	0	0	1	1	0	0	YAL068C
KEI1	127	246	204	282	250	297	YDR367W
ERG7	364	779	783	445	406	541	YHR072W
GRX5	455	1016	881	697	607	700	YPL059W
HXK2	1884	4493	4137	3560	3493	4620	YGL253W
GUT1	1281	2903	2652	2441	2796	3229	YHL032C
ERP1	452	962	870	853	772	854	YAR002C-A
TEA1	170	332	394	180	194	228	YOR337W
YOR097C	179	374	323	331	301	377	YOR097C
ORC6	125	229	237	129	101	165	YHR118C
THG1	238	521	481	440	352	414	YGR024C
IFM1	193	428	399	251	263	284	YOL023W
VIK1	45	116	100	85	98	112	YPL253C
RPT4	1354	2685	2629	2201	2173	2592	YOR259C
OXA1	407	813	804	575	647	759	YER154W
ANP1	174	414	378	328	320	346	YEL036C
RGD1	201	421	384	298	340	377	YBR260C
SPC29	19	37	24	49	43	55	YPL124W
ERV46	586	1244	1146	822	891	1114	YAL042W
FUN12	609	1345	1245	1018	1019	1239	YAL035W
CUS2	204	403	380	286	299	367	YNL286W
NTH1	2154	4517	4147	4087	4241	4696	YDR001C
SUC2	999	2497	2179	1325	1311	1709	YIL162W
PPM2	8	19	20	15	15	15	YOL141W
MSI1	59	146	117	141	141	131	YBR195C
TED1	319	720	681	598	577	671	YIL039W
YGR122W	284	623	564	362	386	521	YGR122W
SSU1	683	1553	1554	671	790	1048	YPL092W
YDR316W-A	0	0	0	0	0	0	YGR161C-C
YGR161C-D	64	114	132	49	45	57	YGR161C-D
YMR315W	1343	2857	2387	2880	2683	2932	YMR315W
MSA1	139	277	265	244	273	331	YOR066W
ATO3	610	1386	1471	630	517	1020	YDR384C
YAP1	1121	2254	2167	1291	1464	1853	YML007W
THO1	591	1311	1228	1277	1230	1418	YER063W
PHO8	1102	2521	2384	1295	1385	2151	YDR481C
HEM14	165	357	347	315	336	408	YER014W
TIF5	395	881	857	657	507	678	YPR041W
RRG9	167	349	299	212	238	248	YNL213C
SFT1	138	317	246	196	157	237	YKL006C-A
YDL159W-A	2	2	3	6	2	6	YDL159W-A
UBP14	432	949	891	567	573	724	YBR058C
UBR2	147	337	327	254	265	359	YLR024C
RGR1	257	575	582	447	452	505	YLR071C
HXT4	422	894	709	3550	2372	4930	YHR092C
YDL199C	578	1218	1184	541	559	850	YDL199C
GPI17	367	665	648	532	478	620	YDR434W
UBC9	171	355	350	293	273	348	YDL064W
DBP10	214	448	465	213	217	281	YDL031W
PET111	173	422	342	274	288	335	YMR257C
YDR514C	43	105	97	73	63	67	YDR514C
NAT5	141	272	244	202	205	236	YOR253W
HIS3	494	1065	1019	649	723	916	YOR202W
MRH1	1184	2648	2460	3021	2942	4481	YDR033W
GUS1	1464	3165	2812	2660	2463	2872	YGL245W
PRP18	52	109	88	81	89	106	YGR006W
YGR079W	25	65	58	30	29	34	YGR079W
YDL119C	61	122	109	126	121	120	YDL119C
YKL151C	1499	3091	2774	2408	2391	2504	YKL151C
YIP4	81	223	195	220	237	225	YGL198W
GFA1	806	1735	1618	1087	1058	1306	YKL104C
SCS22	202	470	388	399	394	441	YBL091C-A
YLR361C-A	173	326	373	248	253	294	YLR361C-A
YOR292C	198	432	390	372	377	474	YOR292C
